rise_program_id,program_specialty_id,acgme_id,program_name,institution,city,state,region,current_research_depth,live_runtime_depth,canonical_supported_depth,sonnet_present,parallel_present,opus_present,terra_on_demand_present,sol_benchmark_present,other_research_present,observed_research_pass_count,promoted_canonical_fact_count,reviewed_but_not_promoted_useful_claim_count,conflicts,insufficient_evidence,researched_not_found,review_ledger_state,last_meaningful_research_date,coverage_step1,coverage_step2,coverage_comlex,coverage_attempts,coverage_yog,coverage_usce,coverage_ecfmg,coverage_deadline,coverage_lor_chair,coverage_prior_gme_gaps,coverage_j1,coverage_h1b,coverage_visa_supported,coverage_visa_conflict,coverage_visa_unknown,coverage_pd,coverage_apd,coverage_coordinator,coverage_core_faculty,coverage_roster,coverage_pgy,coverage_resident_schools,coverage_resident_school_country,coverage_usmd,coverage_usdo,coverage_img,coverage_caribbean,coverage_composition,coverage_classification_coverage,coverage_curriculum,coverage_schedule,coverage_electives,coverage_research,coverage_fellowships,coverage_outcomes,coverage_board,coverage_salary_benefits,coverage_facilities_sim,coverage_community_mission,coverage_differentiators,approved_deep_domains,historical_attempted_deep_domains,deep_standard_missing_domain_count,exact_missing_domains_preventing_deep,required_deep_domains_missing,work_class,recommended_next_provider_model,rationale
rise_prg_bf19c6d1-3258-51f7-bd5d-8624d9e21fbb,rise_ps_d934c5f7-2b24-541b-8e04-b885415ffd8f,1401200932,Northeast Georgia Medical Center Program,Northeast Georgia Medical Center,Gainesville,GA,South,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,2,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,boardPerformance|residentComposition|residentRoster|visaPublication,2,leadership|fellowshipOutcomes,leadership,GAP_FILL_LIGHT,OPENAI_TERRA_gpt-5.6-terra,"Targeted delta research; Terra had the best measured speed/cost for the benchmark task class, with Codex validation."
rise_prg_c3b48a03-a2bb-519e-8065-1c118f917c38,rise_ps_2fb2dcfb-bd43-55ab-b611-836e66bf75d4,1401200925,Northside Hospital-Gwinnett Program,Northside Hospital-Gwinnett,Lawrenceville,GA,South,Basic Profile,Basic Profile,Deep Research,N,N,Y,N,N,N,2,3,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|leadership|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,leadership|residentRoster|visaPublication,2,boardPerformance|fellowshipOutcomes,,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_500332dc-00fd-5579-9237-a8d004118dac,rise_ps_c0fcc1ca-ca47-55a3-bd31-e91edadfb1eb,1403611324,Novant Health New Hanover Regional Medical Center Program,Novant Health New Hanover Regional Medical Center,Wilmington,NC,South,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,5,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits,boardPerformance|fellowshipOutcomes|leadership|residentComposition|residentRoster|visaPublication,3,visaPublication|leadership|fellowshipOutcomes,visaPublication|leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_62905a33-7100-5515-8b02-2de05ab9b47e,rise_ps_b37743da-f7a1-5dab-8a04-012dcfb9a736,1400811076,Nuvance Health Consortium (Danbury Hospital) Program,Danbury Hospital,Danbury,CT,Northeast,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,,4,residentRoster|leadership|boardPerformance|fellowshipOutcomes,residentRoster|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_8f150c78-d592-5069-877f-cc647fc22a6f,rise_ps_74002008-cbfd-5ed2-a567-ad30f168a2d3,1400831086,Nuvance Health Consortium (Norwalk Hospital/Yale University) Program,Norwalk Hospital,Norwalk,CT,Northeast,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,,4,residentRoster|leadership|boardPerformance|fellowshipOutcomes,residentRoster|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_12fe6b26-18f3-5264-84d5-c1d42de2be09,rise_ps_0690202c-ee4b-52f7-aa75-239f4eb92891,1403500932,Nuvance Health Consortium (Vassar Brothers Medical Center) Program,Nuvance Health,Poughkeepsie,NY,Northeast,Basic Profile,Basic Profile,Deep Research,N,Y,N,N,N,N,2,7,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|fellowshipOutcomes|leadership|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,boardPerformance|fellowshipOutcomes|leadership|residentComposition|residentRoster|visaPublication,0,,,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_3fcde946-6ff9-5aea-9da9-5a251a5f5827,rise_ps_df469dcf-0ab0-5f2c-967e-831db835e92c,1403511269,NYC Health & Hospitals/South Brooklyn Health Program,NYC Health & Hospitals/South Brooklyn Health,Brooklyn,NY,Northeast,Basic Profile,Basic Profile,Enriched Research,N,Y,N,N,N,N,2,6,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|fellowshipOutcomes|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,boardPerformance|fellowshipOutcomes|leadership|residentComposition|residentRoster|visaPublication,2,leadership|boardPerformance,leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_91991258-0410-51d0-88fa-1db7743d5ca9,rise_ps_e3fa4e43-2eb4-5724-b48c-12e662937d82,1403500929,NYU Grossman Long Island School of Medicine Primary Care Program,Long Island Community Hospital,Patchogue,NY,Northeast,Basic Profile,Basic Profile,Enriched Research,N,N,Y,N,N,N,2,3,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits,leadership|residentComposition|residentRoster|visaPublication,4,visaPublication|leadership|boardPerformance|fellowshipOutcomes,visaPublication|leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_466c9114-dd7e-55ff-95ea-26aa4b101f3f,rise_ps_038900c7-22f8-5577-bbd9-81fb2890ca57,1403511256,NYU Grossman Long Island School of Medicine Program,NYU Grossman Long Island School of Medicine,Mineola,NY,Northeast,Basic Profile,Basic Profile,Basic Profile,Y,Y,N,N,N,N,2,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,boardPerformance|residentComposition|visaPublication,4,residentRoster|leadership|boardPerformance|fellowshipOutcomes,residentRoster|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_6513ad62-c213-5da7-bdc7-9a588e601cd4,rise_ps_4e4a9fe1-e87c-5602-ad0b-855e542ed3f5,1403521292,NYU Grossman School of Medicine Program,NYU Grossman School of Medicine,New York,NY,Northeast,Basic Profile,Basic Profile,Enriched Research,N,N,Y,N,N,N,2,1,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,leadership|residentComposition|residentRoster|visaPublication,4,residentRoster|leadership|boardPerformance|fellowshipOutcomes,residentRoster|leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_cf73f224-d4d1-58f3-b1e2-502a6cfd6082,rise_ps_7ad7c01b-3cd2-5228-aa60-6b9fcfb049a5,1402122146,Ochsner Clinic Foundation Program,Ochsner Clinic Foundation,New Orleans,LA,South,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,1,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,boardPerformance|residentComposition|residentRoster|visaPublication,3,residentRoster|leadership|fellowshipOutcomes,residentRoster|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_11693239-1531-5b6e-8aad-3ae756321d91,rise_ps_0dd4e803-cda4-569b-9e77-afbfe4ba24de,1403811342,Ohio State University Hospital Program,Ohio State University Hospital,Columbus,OH,Midwest,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits|visaPublication,,4,residentRoster|leadership|boardPerformance|fellowshipOutcomes,residentRoster|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_2f5c7135-bede-5461-b188-887a1e9cd766,rise_ps_c3b793bc-347d-5b99-8c94-2e7552794277,1403800534,OhioHealth/Doctors Hospital Program,OhioHealth,Columbus,OH,Midwest,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits,,5,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,visaPublication|residentRoster|leadership,FULL_DEEP_RESEARCH,OPENAI_TERRA_gpt-5.6-terra,"Full dossier from a low-cost primary, followed by deterministic normalization and adversarial quality gate."
rise_prg_cd1324fb-59b8-57d5-b0b5-bf058b944e99,rise_ps_129f429e-8108-5ec7-8d1b-19bf7c4f9c30,1403812343,OhioHealth/Riverside Methodist Hospital Program,OhioHealth,Columbus,OH,Midwest,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits,,5,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,visaPublication|residentRoster|leadership,FULL_DEEP_RESEARCH,OPENAI_TERRA_gpt-5.6-terra,"Full dossier from a low-cost primary, followed by deterministic normalization and adversarial quality gate."
rise_prg_9c0730b2-7b75-54b7-8caf-c40b0ceaa23b,rise_ps_03f19477-0368-5508-b149-b773f681e058,1403900001,Oklahoma State University Center for Health Sciences (Stillwater) Program,Oklahoma State University Center for Health Sciences,Stillwater,OK,South,Basic Profile,Basic Profile,Basic Profile,N,N,N,N,N,N,0,0,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|salaryBenefits,,5,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,visaPublication|residentRoster|leadership,FULL_DEEP_RESEARCH,OPENAI_TERRA_gpt-5.6-terra,"Full dossier from a low-cost primary, followed by deterministic normalization and adversarial quality gate."
rise_prg_a6c93636-9848-5cd3-9aa5-fd4bd51bf21b,rise_ps_58ee7a82-4a7e-5067-92e2-ba2d524c08b0,1403900353,Oklahoma State University Center for Health Sciences Program,Oklahoma State University Center for Health Sciences,Tulsa,OK,South,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,4,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits,boardPerformance|residentComposition|residentRoster|visaPublication,3,visaPublication|leadership|fellowshipOutcomes,visaPublication|leadership,GAP_FILL_MEDIUM,OPENAI_TERRA_gpt-5.6-terra,"Multi-domain delta pass, Codex validation, Sol only for unresolved critical conflict."
rise_prg_36b7c0bb-3732-5246-8b9b-d29533e741a1,rise_ps_ce8489ab-5a2c-5397-9309-4cd58b648797,1405121432,Old Dominion University Program,Old Dominion University,Norfolk,VA,South,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,2,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,applicationRequirements|applicationTimeline|boardPerformance|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,boardPerformance|residentComposition|residentRoster|visaPublication,2,leadership|fellowshipOutcomes,leadership,GAP_FILL_LIGHT,OPENAI_TERRA_gpt-5.6-terra,"Targeted delta research; Terra had the best measured speed/cost for the benchmark task class, with Codex validation."
rise_prg_66ac7479-4607-5823-9746-e4f00ad5de96,rise_ps_26af8b08-c408-5e29-91a5-d022afc99805,1400521047,Olive View/UCLA Medical Center Program,Olive View/UCLA Medical Center,Sylmar,CA,West,Basic Profile,Basic Profile,Deep Research,N,N,Y,N,N,N,2,3,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|leadership|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,leadership|residentRoster|visaPublication,2,boardPerformance|fellowshipOutcomes,,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_6ca7fed3-fe08-5d81-a9aa-a8073bd076b7,rise_ps_9439a068-5a75-541a-a4ca-e28c0c22665b,1403511264,One Brooklyn Health System/Brookdale University Hospital and Medical Center Program,One Brooklyn Health System,Brooklyn,NY,Northeast,Basic Profile,Basic Profile,Enriched Research,N,Y,N,N,N,N,2,4,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,applicationRequirements|applicationTimeline|curriculumFeatures|fellowshipOutcomes|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits|visaPublication,boardPerformance|fellowshipOutcomes|leadership|residentComposition|residentRoster|visaPublication,2,leadership|boardPerformance,leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_b127794c-ac3f-55b2-8960-34dccdfdb043,rise_ps_6a96099e-2040-50e6-8122-81cccd4e3b08,1403521276,One Brooklyn Health System/Interfaith Medical Center Program,One Brooklyn Health System,Brooklyn,NY,Northeast,Basic Profile,Basic Profile,Enriched Research,N,N,Y,N,N,N,2,2,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:39:00.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|officialWebsite|programStructure|residentComposition|residentRoster|salaryBenefits,leadership|residentComposition|residentRoster|visaPublication,4,visaPublication|leadership|boardPerformance|fellowshipOutcomes,visaPublication|leadership,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
rise_prg_7eeb08c1-1964-5cff-8ba6-d152646d02e3,rise_ps_09edabe5-9fcb-5cdc-8b78-cac82bfdf102,1402900001,Opti West - Benefis Hospital Program,OPTI West,Great Falls,MT,West,Basic Profile,Basic Profile,Enriched Research,Y,Y,N,N,N,N,3,3,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,UNAVAILABLE_CURRENT_LEDGER_EMPTY,CURRENT_LEDGER_EMPTY_HISTORICAL_COUNTS_NOT_PROGRAM_MAPPABLE,"""2026-09-10T23:13:30.000Z""",Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,applicationRequirements|applicationTimeline|curriculumFeatures|fellowshipOutcomes|leadership|officialWebsite|programStructure|salaryBenefits|visaPublication,boardPerformance|fellowshipOutcomes|leadership|residentComposition|residentRoster|visaPublication,3,residentRoster|boardPerformance|residentComposition,residentRoster,PROMOTION_RECONCILIATION_ONLY,CODEX_DETERMINISTIC_RECONCILIATION,Reuse/review existing provider evidence and repair canonical projection; no new research call first.
