program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,paid_work_class,exact_missing_depth_domains,missing_high_value_domains,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_52ca9097-8ae3-52f6-b4f3-f2b21969e15e,rise_prg_969bed50-4fe3-58e3-9dd6-d76b2b3574e8,1405412435,Virginia Mason Franciscan Health Program,Virginia Mason Franciscan Health,WA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_31b338f2-f83c-5519-bab3-53dbc136044b,rise_prg_3db17e21-3543-5021-8756-fb70b9f16995,1405431436,Spokane Teaching Health Center Program,Spokane Teaching Health Center,WA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_0fc94cd8-092b-511c-a7cd-ba73b7a9894a,rise_prg_990dffe7-3e7d-5b2f-88a9-d7793d5e389e,1405621446,Aurora Health Care Program,Aurora Health Care,WI,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_b0a5863f-27b2-56a6-904c-a545a2515279,rise_prg_62c058dc-abe0-5ad1-88ad-9d7680fd8c0f,1400500010,Sutter Health/Memorial Medical Center Program,Sutter Health,CA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_5b80be36-1083-5262-a018-5413eb622973,rise_prg_91fbf385-7582-5a98-9b83-da724979b3c0,1400500014,Southwest Healthcare Medical Education Consortium Program,Southwest Healthcare Medical Education Consortium,FL,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_3056252b-eb56-5fc9-ab31-c769fec14bc3,rise_prg_a4583958-8888-5458-860d-9964bb89d63c,1400500019,United Health Centers of the San Joaquin Valley Program,United Health Centers of the San Joaquin Valley Program,CA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_6e02371f-8be1-5c80-89b4-8632e068918e,rise_prg_4286d118-572d-5ede-9b59-56b1344e7984,1400511049,Adventist Health White Memorial Program,Adventist Health White Memorial,CA,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|residentRoster|leadership|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_570e87d2-aa03-5bb0-8034-af4725384d3c,rise_prg_db0f3f11-0fa1-5d1f-994a-7425f486f2df,1401200009,Medical College of Georgia/Candler Hospital Program,Medical College of Georgia,GA,Internal Medicine,ENRICHED,DELTA_MEDIUM,residentRoster|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_d4b9f16a-ffe4-5674-a49e-ccf45f538313,rise_prg_c0fc1932-a644-541e-97a9-5319435e93b4,1401212108,HCA Healthcare/Mercer University School of Medicine/Memorial Health University Medical Center Program,HCA Healthcare/Mercer University School of Medicine,GA,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_7ad7c01b-3cd2-5228-aa60-6b9fcfb049a5,rise_prg_cf73f224-d4d1-58f3-b1e2-502a6cfd6082,1402122146,Ochsner Clinic Foundation Program,Ochsner Clinic Foundation,LA,Internal Medicine,ENRICHED,DELTA_MEDIUM,residentRoster|leadership|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_2e451e4d-b331-55a9-9d24-ea6cce3e111e,rise_prg_cbe9439e-863f-50c2-b8c0-b63592f23e93,1403600002,Iredell Health System Program,Iredell Health System,NC,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_61756eef-7614-565d-aeb2-e0d6e376be71,rise_prg_831553d3-a587-54c6-8e07-2776741fb434,1404100004,St. Clair Health Graduate Medical Education Program,St Clair Hospital,PA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_56edef7d-31e6-5a15-8c26-e5bf18199dbe,rise_prg_df595d13-6557-5adb-b959-6e1c94fdb752,1404500008,Lexington Medical Center Program,Lexington Medical Center,SC,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_a340434d-3369-559d-876a-4062a4715b5d,rise_prg_ed871b68-391d-5922-9f19-08b488d1b88b,1401100003,Florida International University Program,Florida International University,FL,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance,attempts|usce|visa|leadership|resident_roster|resident_medical_school|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_d7ee625f-2d9b-54fb-bee7-7329b634ef0f,rise_prg_b0d48433-d87e-5469-82ee-0d7e4ab340c5,1401100017,BayCare Health System/St. Anthony's Hospital Program,BayCare Health System,FL,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|visa|leadership|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_31ca92d9-c044-5698-8df2-b7a32f0d44b3,rise_prg_38854ad7-755b-50d3-91ce-b632aa2773f8,1403100499,OPTI West/Valley Hospital (Las Vegas) Program,OPTI West,NV,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_649c605c-8e57-57bb-b5a2-f12fd1af5501,rise_prg_b100c894-d721-5e9e-b181-8b199b1d0ca7,1403800539,Adena Regional Medical Center Program,Adena Regional Medical Center,OH,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|residentRoster|leadership,attempts|usce|visa|leadership|resident_roster|resident_medical_school|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_3a3e3674-5576-5483-ad69-74a1a5b6e0e3,rise_prg_0f542d61-ddd6-5ed8-aa67-f8abef3840d9,1400100002,Health Education Services/Flowers Hospital Program,Health Education Services,AL,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_f3a7cdf5-9cf2-568c-a03e-be59d1d50891,rise_prg_f6721003-b1c2-58cb-a38f-2a54cc7d3487,1400300006,University of Arizona College of Medicine - Phoenix/Banner Desert Program,University of Arizona College of Medicine-Phoenix,AZ,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_0cc1454b-4563-577e-ae80-c567e687aae0,rise_prg_4feae042-af05-591e-b878-0e3ebd5f2d51,1400300007,University of Arizona College of Medicine - Phoenix Banner Del Webb Program,University of Arizona College of Medicine-Phoenix,AZ,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_39eacd97-8b66-5477-b34b-a148c01693f2,rise_prg_fc347ae9-5c33-550e-800c-50e5946b8f10,1400500023,University of California (Irvine)/Irvine Medical Center Program,University of California (Irvine),CA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,58
rise_ps_4e07e862-7b2b-5f60-a78b-0d16bf4aadbb,rise_prg_71aae47c-1575-5d3d-9e88-97aa99528ec0,1401021461,Howard University Program,Howard University Hospital,DC,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_bef5e157-e0c0-53bf-9cb2-e679b494a65e,rise_prg_356c0420-42c9-5990-8ecd-2c7c477d3087,1401100005,Florida International University/Baptist Health Program,Florida International University,FL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,58
rise_ps_b86c290d-d076-511e-9678-11caf83383e7,rise_prg_7df04a09-3483-5a4d-abcb-a7544ed3e16c,1401700001,Ascension St. Vincent Hospital Indianapolis (Southern Region) Program,Ascension St Vincent Hospital Indianapolis,IN,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_9cece6c8-86c3-5cd2-b439-7be07b5f4ab6,rise_prg_d2def437-bd0d-5513-86a5-126bee6d93de,1401700003,Indiana University School of Medicine-Bloomington Program,Indiana University School of Medicine,IN,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_54ba473a-9b30-5dc0-8f3f-0bd2bdb17d14,rise_prg_31141a27-b249-5eae-8259-dd3fe679c4f2,1401900001,University of Kansas School of Medicine (Olathe) Program,University of Kansas School of Medicine,KS,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_e1ed8f91-4f89-59e3-ba99-5be9b7439014,rise_prg_343376f7-bf86-5e18-86ee-7f3ceb011c08,1402000002,University of Kentucky College of Medicine (Ashland) Program,University of Kentucky College of Medicine,KY,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_e548d559-2f5f-595d-805f-5d6603013114,rise_prg_dbd7df53-dd55-545c-979e-052330388b02,1402700002,Baptist Memorial Medical Education (Jackson) Program,Baptist Memorial Medical Education,MS,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_f73e1301-1c7d-5f17-a1ee-33353b2ea6b0,rise_prg_6d0c1f19-a323-5fc3-be49-5b2793f12218,1402700003,South Central Regional Medical Center Program,South Central Regional Medical Center,MS,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_1ac9067d-ba9c-59a3-8db1-bad77452c06c,rise_prg_70612dff-af3d-520b-ac99-45b2433002a9,1402800001,Washington University/B-JH/SLCH Consortium at Missouri Baptist Medical Center Program,Washington University/B-JH/SLCH Consortium,MO,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_f51e6b26-223e-53dd-86b9-35a7577e90b3,rise_prg_15dadcbb-a77e-544a-9367-72e5f5e7e2ae,1402800002,Prime South GME Consortium/St. Joseph Medical Center Program,St Joseph Health Center (Kansas City),MO,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_df9ca356-dff6-51f3-82fb-bcb0cc2e42f9,rise_prg_3cac92ef-e3fb-5c68-a50a-b583075713e2,1402800003,HCA Healthcare Kansas City/Centerpoint Medical Center Program,Centerpoint Medical Center,MO,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_84e832a0-901e-55a9-935c-e9d08e356649,rise_prg_e9d95bd6-6944-5a2d-bdc4-367e3e2ce047,1403400003,New Mexico Primary Care Training Consortium Program,New Mexico Primary Care Training Consortium,NM,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_0dd51d11-63dc-57eb-aa7b-26bcce3255ad,rise_prg_f067a657-64d5-572c-aef8-ab10c34cf903,1403700001,Univ of North Dakota School of Medicine and Health Sciences Program,University of North Dakota School of Medicine and Health Sciences,ND,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_c471f970-8ce7-5c53-aafc-60b254a6f335,rise_prg_4ec32c2a-6063-56ad-bd58-46a631c0d713,1403800004,Mercy Health - Anderson Hospital Program,Mercy Health-Anderson Hospital,OH,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_d5afdd06-ed80-5e53-9717-623ea03f4796,rise_prg_c0bc614b-0738-5277-bc9c-b42b8a454d0b,1404200001,Centro Medico Menonita Cayey Program,Centro Medico Menonita Cayey,PR,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_88d60907-fda2-52a0-8af3-1d72fb609eb6,rise_prg_544c613b-5a10-5c45-be2c-86d454e4070c,1404500003,Medical University of South Carolina Regional Network (Lancaster) Program,Medical University of South Carolina Regional Network,SC,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_6832adb5-f840-57e1-ad6b-1b4f47af296b,rise_prg_e8f8b59e-8c2e-5ad5-a8f2-13354104b608,1404500007,McLeod Regional Medical Center Program,McLeod Regional Medical Center,SC,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_b45028b9-f6ef-5621-bb25-a7ef81145b4b,rise_prg_5d365e4b-dae4-589d-b2e5-72d86bf17e11,1404700005,University of Tennessee College of Medicine Program,University of Tennessee College of Medicine,TN,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_27a87826-37f5-59dd-9a22-1a901cb229d3,rise_prg_ec195ac0-c492-5c3f-9b34-d8142263b115,1404800013,HCA Houston Healthcare/University of Houston (Clear Lake) Program,HCA Houston Healthcare/University of Houston,TX,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,58
rise_ps_91975a1e-fc97-53aa-8877-81bc0a4682d3,rise_prg_ca239a70-9b81-59a6-bc9d-ee37324e71ef,1405100004,Sentara Health Program,Sentara Health,VA,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_a115f337-48aa-5de6-bd5e-bc2e7d5f2f09,rise_prg_d761bbf2-5b34-5e77-8202-d3f99fb355a0,1405100007,Valley Health System Program,Valley Health System,VA,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_27041798-05f1-50c6-885c-432b11781a32,rise_prg_3113007c-c323-5499-95cc-42d46b70bd5a,1405600001,Ascension St. Vincent Hospital Indianapolis (Milwaukee) Program,Ascension St Vincent Hospital Indianapolis,WI,Internal Medicine,BASIC,FULL,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_9cf72f2e-d437-5fa1-9836-2442534fcaa2,rise_prg_ee8088f6-b362-5d7f-b404-89c2e1e28fa2,1402500002,McLaren Health Care Corporation Program,McLaren Health Care Corporation,MI,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,56
rise_ps_fd7c5ff1-9294-5250-92fc-17026e547cd2,rise_prg_7a35b731-80c1-571f-9b40-62bedb435a64,1403500921,Family Health Center at NYU Langone Program,Family Health Centers at NYU Langone,NY,Internal Medicine,ENRICHED,DELTA_LIGHT,residentRoster|boardPerformance,attempts|yog|usce|resident_roster|resident_medical_school|why_this_program,Missing applicant gates: attempts|yog|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.0946,0.1281,0.1502,56
rise_ps_58ee7a82-4a7e-5067-92e2-ba2d524c08b0,rise_prg_a6c93636-9848-5cd3-9aa5-fd4bd51bf21b,1403900353,Oklahoma State University Center for Health Sciences Program,Oklahoma State University Center for Health Sciences,OK,Internal Medicine,ENRICHED,DELTA_MEDIUM,visaPublication|leadership|fellowshipOutcomes,attempts|usce|visa|leadership|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,56
rise_ps_13caad6c-7869-5051-aa9b-2844aef2a5a6,rise_prg_d81527fc-bb60-5dc5-9d36-972731a86b13,1400100893,University of Alabama Hospital (Huntsville) Program,University of Alabama Hospital,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_accae643-f1b6-528c-bd37-616d14a95a48,rise_prg_22ef905c-5827-56ae-a1f6-620c1702ae4d,1400100901,North Alabama Medical Center Program,North Alabama Medical Center,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_7c6ea8ed-b98d-5028-abb2-48ea401ab20c,rise_prg_bbc1e82b-759a-5202-8d1c-0070be167145,1400111024,USA Health Program,USA Health,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
