program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,research_state,approved_domain_count,approved_research_fields,pending_research_fields,approved_source_claims,conflict_claims,researched_not_found_claims,insufficient_evidence_claims,available_high_value_domains,missing_high_value_domains,exact_missing_depth_domains,missing_domain_count,no_more_research,paid_work_class,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_93b9b89d-1e3b-5ec8-91d8-0b7a54009d02,rise_prg_e16e126b-8e2d-50ac-b4d6-49d06b06058c,1205112012,National Capital Consortium (Fort Belvoir Community Hospital) Program,National Capital Consortium,VA,Family Medicine,BASIC,NOT_YET_RESEARCHED,4,,,0,0,0,0,,step2|comlex|attempts|yog|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|applicationRequirements|residentComposition,13,NO,FULL,Missing applicant gates: step2|comlex|attempts|yog|usce|visa|deadline,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,100
rise_ps_8b315ffa-d521-509b-a8f9-8cdc1dbe0d6c,rise_prg_8c94e0ee-2f05-5837-9861-9740d5aa7d18,1200521056,Natividad Medical Center Program,Natividad Medical Center,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_07bb7220-e8fe-55a0-9c60-a26e67e2f158,rise_prg_16a5d880-4fa9-5202-980a-36580ad79837,1200512014,Naval Hospital (Camp Pendleton) Program,Naval Hospital (Camp Pendleton),CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,5,,,0,0,0,0,step2,comlex|attempts|yog|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,12,NO,FULL,Missing applicant gates: comlex|attempts|yog|usce|visa|deadline,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,98
rise_ps_c112a945-f480-5f6d-86a3-0fb7ad66702c,rise_prg_31cf06df-6e40-5842-b209-0781a5b3c91b,1201121015,Naval Hospital (Jacksonville) Program,Naval Hospital (Jacksonville),FL,Family Medicine,BASIC,NOT_YET_RESEARCHED,4,,,0,0,0,0,,step2|comlex|attempts|yog|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|applicationRequirements|residentComposition,13,NO,FULL,Missing applicant gates: step2|comlex|attempts|yog|usce|visa|deadline,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,100
rise_ps_e9990709-1bc8-5b12-a6a1-c6b661412b0c,rise_prg_d061ee48-8c6b-5941-b1a2-40920558732e,1203612665,Naval Medical Center Camp Lejeune Program,Naval Medical Center Camp LeJeune,NC,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_fdc247f2-d2b1-540c-932f-fa212650e2a1,rise_prg_b6ee3485-e235-5aa5-b2b8-4810bb09e81d,1203021498,Nebraska Medical Center/Clarkson Regional Health Service Program,Nebraska Medical Center,NE,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_60cd5148-c990-5f3a-807c-89b63001e46c,rise_prg_712e62df-0870-5fc6-9053-e4c02a8d6b89,1203500735,New York Institute of Technology College of Osteopathic Medicine/Nassau University Medical Center Program,New York Institute of Technology College of Osteopathic Medicine,NY,Family Medicine,ENRICHED,VERIFIED_RESEARCH,10,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.resident_roster|research.visa,,8,0,2,2,step2|comlex|visa|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes,attempts|yog|usce|leadership|deadline|why_this_program,leadership|boardPerformance,6,YES,NO_PAID_WORK,Missing applicant gates: attempts|yog|usce|deadline,IMG|DO|VISA,NONE,NONE,,,,65
rise_ps_0ff1121e-1bfa-5edb-ad4d-65fb32f9f83c,rise_prg_76e8f81c-6922-5b6c-83fb-d980c47582ee,1203511218,New York Medical College at St Joseph's Medical Center Program,New York Medical College,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_7d7115f2-2332-54c4-9f1a-be0f8395d44a,rise_prg_bc7a7428-b5a6-59fe-874a-26bd903fe06f,1204100702,New York Medical College/Lower Bucks Hospital Program,Suburban Community Hospital,PA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,visa|deadline,step2|comlex|attempts|yog|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,11,NO,FULL,Missing applicant gates: step2|comlex|attempts|yog|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,94
rise_ps_9720278d-c959-55ad-9c0f-b14d6d157cac,rise_prg_78d11439-8d49-5667-a7d0-c9f79b2dc623,1204100697,New York Medical College/Roxborough Memorial Hospital Program,Suburban Community Hospital,PA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_384f1c1e-caf8-500e-bff8-88e091b2ef46,rise_prg_593ac298-5353-5bd1-a97f-d6b77a88e648,1203521581,New York Presbyterian Hospital (Columbia Campus) Program,New York Presbyterian Hospital,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_b0382943-8896-5ea4-89da-734226832a36,rise_prg_3aebaa9c-6bb4-561e-963d-decb4ab7b3b8,1203500737,Niagara Falls Memorial Medical Center Program,Niagara Falls Memorial Medical Center,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c0281dda-a378-583a-bac1-0976b03a6285,rise_prg_a15a6ac8-e702-5fff-9237-bfd38c23850e,1203400005,Nor-Lea Hospital District Program,Nor-Lea Hospital District,NM,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|deadline,attempts|usce|visa|resident_composition|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes|residentComposition,6,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,56
rise_ps_8d4d0fe9-7ede-50c3-bb38-6da25d08f6b4,rise_prg_35ef9de1-ea03-5b26-a6bc-93f9b7c0e50a,1200711074,North Colorado Medical Center Program,North Colorado Medical Center,CO,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_6c8db9da-1243-5061-ab9b-6a9fe54c9184,rise_prg_0613e5a8-50c9-524a-ba66-3757b41a87b9,1200700622,North Colorado Medical Center Sterling Rural Program,North Colorado Medical Center,CO,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,yog|resident_composition|deadline,step2|comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,10,NO,FULL,Missing applicant gates: step2|comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,91
rise_ps_66f359c0-0a9b-5fad-b756-db1d05805584,rise_prg_2709aab7-fd96-56ea-bad8-e116f254b7d1,1200731524,North Colorado Medical Center Wray Rural Program,North Colorado Medical Center,CO,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,yog|resident_composition|deadline,step2|comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,10,NO,FULL,Missing applicant gates: step2|comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,91
rise_ps_de53549a-0846-5b53-a275-b6e1bfba7284,rise_prg_0bebd54d-d7d8-5c8e-84de-f460027b4f40,1202721558,North Mississippi Medical Center (Tupelo) Program,North Mississippi Medical Center,MS,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership,,1,0,0,0,step2|comlex|yog|visa|leadership|resident_composition|deadline,attempts|usce|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|boardPerformance|fellowshipOutcomes,6,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,47
rise_ps_990f601c-f950-5779-aa5d-05239fed9db3,rise_prg_3067c551-92a6-543a-ac29-4510bdd119d9,1201200642,Northeast Georgia Medical Center Program,Northeast Georgia Medical Center,GA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_aeb13bb8-17d8-53a6-8328-70534e49b164,rise_prg_09a4d086-0243-5a09-b146-bf8e1027cc2f,1201200638,Northside Hospital-Gwinnett Program,Northside Hospital-Gwinnett,GA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_7ebf67e1-6132-5691-99e2-adeb9934976d,rise_prg_d7ff9bda-3579-5263-9458-1a077596c13c,1203621611,Novant Health New Hanover Regional Medical Center Program,Novant Health New Hanover Regional Medical Center,NC,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_8648d794-cb6d-57af-856a-145a320de530,rise_prg_cf8fa305-2371-5857-af7a-3d1a3533d538,1203600666,Novant Health Program,Novant Health,NC,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_3a1c5471-a488-50a0-a58b-ffb2ef81921f,rise_prg_23eb1d34-08fe-5c2a-a717-fd97a8c64856,1203500741,Nuvance Health Consortium (Northern Dutchess Hospital) Program,Nuvance Health,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_f884c002-b506-564d-ba20-b2fec8768bb5,rise_prg_6322b0c5-1114-5ddb-92bb-c2ef73048a21,1200800001,Nuvance Health Consortium Program,New Milford Hospital,CT,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,visa|deadline,step2|comlex|attempts|yog|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,11,NO,FULL,Missing applicant gates: step2|comlex|attempts|yog|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,94
rise_ps_fc7b20ce-518c-5d64-988b-e5f0a0e43174,rise_prg_c958062f-daef-5856-9449-f43a078432b1,1202500003,Oakland Integrated Healthcare Network Program,Oakland Integrated Healthcare Network,MI,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.resident_roster,leadership,1,1,0,0,step2|comlex|yog|visa|resident_roster|resident_medical_school|deadline,attempts|usce|leadership|resident_composition|fellowships_outcomes|why_this_program,leadership|boardPerformance|fellowshipOutcomes|residentComposition,6,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,51
rise_ps_2af40744-279a-5502-bca9-c984a8780877,rise_prg_e5519ee0-0c7b-559a-986f-c8566e4979c2,1202100002,Ochsner Clinic Foundation Program,Ochsner Clinic Foundation,LA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_ccad125e-d1cc-5796-969f-e2efcbfd0a31,rise_prg_abc1a611-f2fa-5d7c-89a4-d4cd01602c74,1203821241,Ohio State University Hospital Program,Ohio State University Hospital,OH,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_d6242a9d-c172-5d15-9036-4991564a43fa,rise_prg_fe39a26d-1ed7-5908-8ffe-c0d48edfc6bf,1203800691,OhioHealth/Doctors Hospital Program,OhioHealth,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_e0f47898-3585-5b8e-9697-6f23417f10bc,rise_prg_2ae1d18f-aefe-521b-bc20-1d86b4c22729,1203800701,OhioHealth/Dublin Methodist Hospital Program,OhioHealth,OH,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c8440bfa-e1ec-526c-8a8f-a0617a0bc0af,rise_prg_4eb2fc97-e420-5cf3-a8a4-493a3a9206e9,1203831239,OhioHealth/Grant Medical Center Program,OhioHealth,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,10,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.resident_roster|research.visa,,8,1,2,2,step2|comlex|yog|visa|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes,attempts|usce|leadership|why_this_program,leadership|boardPerformance,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,45
rise_ps_e8362e83-1aa9-5b34-89a1-7923aff04991,rise_prg_aad431bb-2d4e-514c-a8d6-6be153691c25,1203800702,OhioHealth/O'Bleness Hospital Program,OhioHealth,OH,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_88810b1e-1749-56a3-9689-757e7369c19a,rise_prg_b10c2999-f8b8-50f3-8765-b61ffcaf8ceb,1203821242,OhioHealth/Riverside Methodist Hospital Program,OhioHealth,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.resident_roster,leadership,1,1,0,0,step2|comlex|yog|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|leadership|fellowships_outcomes|why_this_program,visaPublication|leadership|boardPerformance|fellowshipOutcomes,6,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,60
rise_ps_5a44d328-53bf-553b-8e11-9e7197fbf2f7,rise_prg_8e4aa9cd-0603-5b06-875f-bdf15b64fce2,1203900668,Oklahoma State University Center for Health Sciences (Durant) Program,Oklahoma State University Center for Health Sciences,OK,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_b78889d0-72fd-581d-8b4d-402e899e881b,rise_prg_7c6b7599-2927-5a8f-ad89-643295990497,1203900663,Oklahoma State University Center for Health Sciences (Lawton) Program,Oklahoma State University Center for Health Sciences,OK,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,0,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_1879fee5-8940-5877-9272-eb0e8bb6c66a,rise_prg_5ec9485f-2fac-59b7-a5ae-0f661ed89283,1203900666,Oklahoma State University Center for Health Sciences (McAlester) Program,Oklahoma State University Center for Health Sciences,OK,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,1,0,step2|yog|leadership|resident_composition|deadline,comlex|attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,8,NO,DELTA_MEDIUM,Missing applicant gates: comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,71
rise_ps_652f2865-0c42-5fd8-af44-eeeab8a2d5b8,rise_prg_8c4d794c-b0b3-5abc-b378-91691be9e5f6,1205121319,Old Dominion University Program,Old Dominion University,VA,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_e5e88b0e-347d-52fe-a9c8-0f912fc49504,rise_prg_8cd143aa-5fc2-5aff-a4fb-85182a5cb5f9,1200300718,Onvida Health/Yuma Medical Center Program,Onvida Health/Yuma Medical Center,AZ,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_c354214e-e3c5-5715-ad6d-f014e6363924,rise_prg_6c1b089b-6b07-5a68-a8f6-e20a3a97a2e3,1204000732,OPTI West (Roseburg) Program,OPTI West,OR,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_661eb367-6d0b-5655-bd18-91364efb9109,rise_prg_7708eb11-21d1-5f8c-86b3-9b3356d39651,1200500742,OPTI West/PIH Health Hospital Downey Program,OPTI West,CA,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,0,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_ab0988cc-a81e-57ef-90da-6b94fb3dccb4,rise_prg_b88d3427-753a-5b1b-a0af-23cf7f270999,1203100702,OPTI West/Valley Hospital (Las Vegas) Program,OPTI West,NV,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_c999c52e-3ea7-593c-8be7-80478d1ffce6,rise_prg_b01ff9cd-dc10-5ead-a2e0-786a7b73973f,1204000001,Oregon Health & Science University (OHSU Health) (Madras) Program,Oregon Health & Science University (OHSU Health),OR,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_12ba93f9-4261-5e6b-aa30-cb21f960142d,rise_prg_14625a74-aee1-5626-930d-78274ee0e699,1204021371,Oregon Health & Science University (OHSU Health) Program,Oregon Health & Science University (OHSU Health),OR,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership,,1,0,0,1,step2|comlex|yog|visa|leadership|resident_composition|deadline,attempts|usce|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|boardPerformance|fellowshipOutcomes,6,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,47
